excerpt,fold,utc,week,cluster
unit03/20151107222405_1:35:55,unit03,22h,Nov7,0
unit03/20151107222405_3:35:55,unit03,06h,Nov7,5
unit03/20151107222405_5:35:55,unit03,08h,Nov7,5
unit03/20151107222405_7:35:55,unit03,10h,Nov7,5
unit03/20150827002107_1:38:53,unit03,06h,Aug21,1
unit03/20150827002107_3:38:53,unit03,08h,Aug21,1
unit03/20150827002107_5:38:53,unit03,10h,Aug21,1
unit03/20151015225402_1:05:58,unit03,22h,Oct14,0
unit03/20151015225402_3:05:58,unit03,06h,Oct14,0
unit03/20151015225402_5:05:58,unit03,08h,Oct14,0
unit03/20151015225402_7:05:58,unit03,10h,Oct14,0
unit03/20150902001106_1:48:54,unit03,06h,Sep1,3
unit03/20150902001106_3:48:54,unit03,08h,Sep1,3
unit03/20150902001106_5:48:54,unit03,10h,Sep1,3
unit03/20150810165803_1:01:57,unit03,22h,Aug7,3
unit03/20150810165803_3:01:57,unit03,22h,Aug7,3
unit03/20150810165803_5:01:57,unit03,22h,Aug7,3
unit03/20150810165803_7:01:57,unit03,22h,Aug7,9
unit03/20150820003302_1:26:58,unit03,06h,Aug14,0
unit03/20150820003302_3:26:58,unit03,08h,Aug14,8
unit03/20150820003302_5:26:58,unit03,10h,Aug14,8
unit03/20150822002902_1:30:58,unit03,06h,Aug21,1
unit03/20150822002902_3:30:58,unit03,08h,Aug21,1
unit03/20150822002902_5:30:58,unit03,10h,Aug21,1
unit03/20151028223604_1:23:55,unit03,22h,Oct21,1
unit03/20151028223604_3:23:55,unit03,06h,Oct21,1
unit03/20151028223604_5:23:55,unit03,08h,Oct21,1
unit03/20151028223604_7:23:55,unit03,10h,Oct21,1
unit04/20150820203132_1:28:27,unit_04_06,22h,Aug14,5
unit04/20150820203132_3:28:27,unit_04_06,22h,Aug14,5
unit04/20150820203132_5:28:27,unit_04_06,06h,Aug14,5
unit04/20150820203132_7:28:27,unit_04_06,08h,Aug14,5
unit04/20150820203132_9:28:27,unit_04_06,10h,Aug14,5
unit04/20150820203132_1:28:27,unit_04_06,22h,Aug14,5
unit04/20150909001514_1:44:46,unit_04_06,06h,Sep7,5
unit04/20150909001514_3:44:46,unit_04_06,08h,Sep7,5
unit04/20150909001514_5:44:46,unit_04_06,10h,Sep7,5
unit04/20150823200306_1:56:54,unit_04_06,22h,Aug21,0
unit04/20150823200306_3:56:54,unit_04_06,22h,Aug21,6
unit04/20150823200306_5:56:54,unit_04_06,06h,Aug21,6
unit04/20150823200306_7:56:54,unit_04_06,08h,Aug21,9
unit04/20150823200306_9:56:54,unit_04_06,10h,Aug21,9
unit04/20150823200306_1:56:54,unit_04_06,22h,Aug21,0
unit04/20150817151912_2:40:47,unit_04_06,22h,Aug14,4
unit04/20150810203302_1:26:58,unit_04_06,22h,Aug7,4
unit04/20150810203302_3:26:58,unit_04_06,22h,Aug7,4
unit04/20150820062803_1:31:56,unit_04_06,22h,Aug14,0
unit04/20150915234521_0:14:39,unit_04_06,22h,Sep14,5
unit04/20150915234521_2:14:39,unit_04_06,06h,Sep14,5
unit04/20150915234521_4:14:39,unit_04_06,08h,Sep14,0
unit04/20150915234521_6:14:39,unit_04_06,10h,Sep14,0
unit04/20150814204416_1:15:43,unit_04_06,22h,Aug7,4
unit04/20150814204416_3:15:43,unit_04_06,22h,Aug7,0
unit04/20150814204416_5:15:43,unit_04_06,06h,Aug14,0
unit04/20150814204416_7:15:43,unit_04_06,08h,Aug14,0
unit04/20150814204416_9:15:43,unit_04_06,10h,Aug14,8
unit04/20150814204416_1:15:43,unit_04_06,22h,Aug14,4
unit04/20150829001807_1:41:53,unit_04_06,06h,Aug21,1
unit04/20150829001807_3:41:53,unit_04_06,08h,Aug21,1
unit04/20150829001807_5:41:53,unit_04_06,10h,Aug21,1
unit04/20150813215504_0:04:55,unit_04_06,22h,Aug7,4
unit04/20150813215504_2:04:55,unit_04_06,22h,Aug7,4
unit04/20150813215504_4:04:55,unit_04_06,06h,Aug7,0
unit04/20150813215504_6:04:55,unit_04_06,08h,Aug7,5
unit04/20150813215504_8:04:55,unit_04_06,10h,Aug7,5
unit04/20150813215504_0:04:55,unit_04_06,22h,Aug7,4
unit04/20150903003213_1:27:47,unit_04_06,06h,Sep1,6
unit04/20150903003213_3:27:47,unit_04_06,08h,Sep1,6
unit04/20150903003213_5:27:47,unit_04_06,10h,Sep1,3
unit04/20150828003116_1:28:43,unit_04_06,06h,Aug21,1
unit04/20150828003116_3:28:43,unit_04_06,08h,Aug21,1
unit04/20150828003116_5:28:43,unit_04_06,10h,Aug21,1
unit04/20150821200310_1:56:50,unit_04_06,22h,Aug14,5
unit04/20150821200310_3:56:50,unit_04_06,22h,Aug21,5
unit04/20150821200310_5:56:50,unit_04_06,06h,Aug21,1
unit04/20150821200310_7:56:50,unit_04_06,08h,Aug21,1
unit04/20150821200310_9:56:50,unit_04_06,10h,Aug21,1
unit04/20150821200310_1:56:50,unit_04_06,22h,Aug21,5
unit04/20151001231702_0:42:58,unit_04_06,22h,Oct1,0
unit04/20151001231702_2:42:58,unit_04_06,06h,Oct1,0
unit04/20151001231702_4:42:58,unit_04_06,08h,Oct1,0
unit04/20151001231702_6:42:58,unit_04_06,10h,Oct1,0
unit04/20151115221617_1:43:42,unit_04_06,22h,Nov14,0
unit04/20151115221617_3:43:42,unit_04_06,06h,Nov14,0
unit04/20151115221617_5:43:42,unit_04_06,08h,Nov14,0
unit04/20151115221617_7:43:42,unit_04_06,10h,Nov14,0
unit04/20150818142509_3:34:51,unit_04_06,22h,Aug14,7
unit04/20150904013715_0:22:45,unit_04_06,06h,Sep1,7
unit04/20150904013715_2:22:45,unit_04_06,08h,Sep1,7
unit04/20150904013715_4:22:45,unit_04_06,10h,Sep1,7
unit04/20150824211215_0:47:45,unit_04_06,22h,Aug21,7
unit04/20150824211215_2:47:45,unit_04_06,22h,Aug21,7
unit04/20150824211215_4:47:45,unit_04_06,06h,Aug21,7
unit04/20150824211215_6:47:45,unit_04_06,08h,Aug21,7
unit04/20150901001203_1:47:57,unit_04_06,06h,Sep1,6
unit04/20150901001203_3:47:57,unit_04_06,08h,Sep1,6
unit04/20150901001203_5:47:57,unit_04_06,10h,Sep1,3
unit04/20151001010614_0:53:46,unit_04_06,06h,Oct1,6
unit04/20151001010614_2:53:46,unit_04_06,08h,Oct1,6
unit04/20151001010614_4:53:46,unit_04_06,10h,Oct1,6
unit04/20150803005802_1:01:58,unit_04_06,06h,Aug1,7
unit04/20150803005802_3:01:58,unit_04_06,08h,Aug1,7
unit04/20150803005802_5:01:58,unit_04_06,10h,Aug1,7
unit04/20150910174134_0:18:26,unit_04_06,22h,Sep7,7
unit04/20150910174134_2:18:26,unit_04_06,22h,Sep7,7
unit04/20150910174134_4:18:26,unit_04_06,22h,Sep7,7
unit04/20150910174134_6:18:26,unit_04_06,22h,Sep7,7
unit04/20150822202014_1:39:46,unit_04_06,22h,Aug21,5
unit04/20150822202014_3:39:46,unit_04_06,22h,Aug21,1
unit04/20150822202014_5:39:46,unit_04_06,06h,Aug21,1
unit04/20150822202014_7:39:46,unit_04_06,08h,Aug21,1
unit04/20150822202014_9:39:46,unit_04_06,10h,Aug21,1
unit04/20150822202014_1:39:46,unit_04_06,22h,Aug21,1
unit04/20151114221602_1:43:58,unit_04_06,22h,Nov14,4
unit04/20151114221602_3:43:58,unit_04_06,06h,Nov14,0
unit04/20151114221602_5:43:58,unit_04_06,08h,Nov14,0
unit04/20151114221602_7:43:58,unit_04_06,10h,Nov14,0
unit05/20150825002403_1:35:57,unit05,06h,Aug21,9
unit05/20150825002403_3:35:57,unit05,08h,Aug21,9
unit05/20150825002403_5:35:57,unit05,10h,Aug21,9
unit05/20150919233802_0:21:58,unit05,22h,Sep14,0
unit05/20150919233802_2:21:58,unit05,06h,Sep14,0
unit05/20150919233802_4:21:58,unit05,08h,Sep14,0
unit05/20150919233802_6:21:58,unit05,10h,Sep14,1
unit05/20151103222802_1:31:58,unit05,22h,Nov1,4
unit05/20151103222802_3:31:58,unit05,06h,Nov1,4
unit05/20151103222802_5:31:58,unit05,08h,Nov1,5
unit05/20151103222802_7:31:58,unit05,10h,Nov1,5
unit05/20150826002302_1:36:58,unit05,06h,Aug21,3
unit05/20150826002302_3:36:58,unit05,08h,Aug21,9
unit05/20150826002302_5:36:58,unit05,10h,Aug21,1
unit05/20151031223102_1:28:58,unit05,22h,Nov1,0
unit05/20151031223102_3:28:58,unit05,06h,Nov1,0
unit05/20151031223102_5:28:58,unit05,08h,Nov1,0
unit05/20151031223102_7:28:58,unit05,10h,Nov1,0
unit05/20150823002802_1:31:58,unit05,06h,Aug21,9
unit05/20150823002802_3:31:58,unit05,08h,Aug21,9
unit05/20150823002802_5:31:58,unit05,10h,Aug21,1
unit05/20151024224102_1:18:58,unit05,22h,Oct21,0
unit05/20151024224102_3:18:58,unit05,06h,Oct21,0
unit05/20151024224102_5:18:58,unit05,08h,Oct21,0
unit05/20151024224102_7:18:58,unit05,10h,Oct21,0
unit05/20151105222503_1:34:56,unit05,22h,Nov1,0
unit05/20151105222503_3:34:56,unit05,06h,Nov1,0
unit05/20151105222503_5:34:56,unit05,08h,Nov1,0
unit05/20151105222503_7:34:56,unit05,10h,Nov1,0
unit05/20151111221902_1:40:58,unit05,22h,Nov7,8
unit05/20151111221902_3:40:58,unit05,06h,Nov7,5
unit05/20151111221902_5:40:58,unit05,08h,Nov7,5
unit05/20151111221902_7:40:58,unit05,10h,Nov7,5
unit05/20151115221602_1:43:58,unit05,22h,Nov14,4
unit05/20151115221602_3:43:58,unit05,06h,Nov14,0
unit05/20151115221602_5:43:58,unit05,08h,Nov14,5
unit05/20151115221602_7:43:58,unit05,10h,Nov14,5
unit05/20151004231202_0:47:58,unit05,22h,Oct1,0
unit05/20151004231202_2:47:58,unit05,06h,Oct1,0
unit05/20151004231202_4:47:58,unit05,08h,Oct1,0
unit05/20151004231202_6:47:58,unit05,10h,Oct1,0
unit05/20150902001007_1:49:53,unit05,06h,Sep1,6
unit05/20150902001007_3:49:53,unit05,08h,Sep1,6
unit05/20150902001007_5:49:53,unit05,10h,Sep1,3
unit05/20150913234903_0:10:57,unit05,22h,Sep7,7
unit05/20150913234903_2:10:57,unit05,06h,Sep7,7
unit05/20150913234903_4:10:57,unit05,08h,Sep7,7
unit05/20150913234903_6:10:57,unit05,10h,Sep7,7
unit05/20151102222902_1:30:58,unit05,22h,Nov1,4
unit05/20151102222902_3:30:58,unit05,06h,Nov1,0
unit05/20151102222902_5:30:58,unit05,08h,Nov1,0
unit05/20151102222902_7:30:58,unit05,10h,Nov1,0
unit05/20150829001702_1:42:58,unit05,06h,Aug21,3
unit05/20150829001702_3:42:58,unit05,08h,Aug21,3
unit05/20150829001702_5:42:58,unit05,10h,Aug21,8
unit05/20151022224303_1:16:57,unit05,22h,Oct21,0
unit05/20151022224303_3:16:57,unit05,06h,Oct21,0
unit05/20151022224303_5:16:57,unit05,08h,Oct21,0
unit05/20151022224303_7:16:57,unit05,10h,Oct21,0
unit05/20150911235302_0:06:58,unit05,22h,Sep7,7
unit05/20150911235302_2:06:58,unit05,06h,Sep7,7
unit05/20150911235302_4:06:58,unit05,08h,Sep7,7
unit05/20150911235302_6:06:58,unit05,10h,Sep7,7
unit05/20151018224903_1:10:57,unit05,22h,Oct14,4
unit05/20151018224903_3:10:57,unit05,06h,Oct14,4
unit05/20151018224903_5:10:57,unit05,08h,Oct14,5
unit05/20151018224903_7:10:57,unit05,10h,Oct14,5
unit05/20151021224503_1:14:57,unit05,22h,Oct21,0
unit05/20151021224503_3:14:57,unit05,06h,Oct21,0
unit05/20151021224503_5:14:57,unit05,08h,Oct21,0
unit05/20151021224503_7:14:57,unit05,10h,Oct21,0
unit05/20150915234521_0:14:39,unit05,22h,Sep14,0
unit05/20150915234521_2:14:39,unit05,06h,Sep14,0
unit05/20150915234521_4:14:39,unit05,08h,Sep14,0
unit05/20150915234521_6:14:39,unit05,10h,Sep14,0
unit05/20150907000202_1:57:58,unit05,06h,Sep1,2
unit05/20150907000202_3:57:58,unit05,08h,Sep1,2
unit05/20150907000202_5:57:58,unit05,10h,Sep1,6
unit05/20151012225902_1:00:58,unit05,22h,Oct7,0
unit05/20151012225902_3:00:58,unit05,06h,Oct7,0
unit05/20151012225902_5:00:58,unit05,08h,Oct7,0
unit05/20151012225902_7:00:58,unit05,10h,Oct7,0
unit05/20150914234702_0:12:58,unit05,22h,Sep14,7
unit05/20150914234702_2:12:58,unit05,06h,Sep14,7
unit05/20150914234702_4:12:58,unit05,08h,Sep14,7
unit05/20150914234702_6:12:58,unit05,10h,Sep14,7
unit05/20150819003402_1:25:58,unit05,06h,Aug14,2
unit05/20150819003402_3:25:58,unit05,08h,Aug14,2
unit05/20150819003402_5:25:58,unit05,10h,Aug14,2
unit05/20150818003602_1:23:58,unit05,06h,Aug14,2
unit05/20150818003602_3:23:58,unit05,08h,Aug14,2
unit05/20150818003602_5:23:58,unit05,10h,Aug14,2
unit05/20151030223203_1:27:56,unit05,22h,Oct21,4
unit05/20151030223203_3:27:56,unit05,06h,Oct21,4
unit05/20151030223203_5:27:56,unit05,08h,Oct21,5
unit05/20151030223203_7:27:56,unit05,10h,Oct21,5
unit05/20151001231702_0:42:58,unit05,22h,Oct1,0
unit05/20151001231702_2:42:58,unit05,06h,Oct1,8
unit05/20151001231702_4:42:58,unit05,08h,Oct1,5
unit05/20151001231702_6:42:58,unit05,10h,Oct1,5
unit05/20151017225102_1:08:58,unit05,22h,Oct14,4
unit05/20151017225102_3:08:58,unit05,06h,Oct14,4
unit05/20151017225102_5:08:58,unit05,08h,Oct14,5
unit05/20151017225102_7:08:58,unit05,10h,Oct14,5
unit05/20150923233102_0:28:58,unit05,22h,Sep21,3
unit05/20150923233102_2:28:58,unit05,06h,Sep21,3
unit05/20150923233102_4:28:58,unit05,08h,Sep21,5
unit05/20150923233102_6:28:58,unit05,10h,Sep21,5
unit05/20151007230703_0:52:57,unit05,22h,Oct7,0
unit05/20151007230703_2:52:57,unit05,06h,Oct7,5
unit05/20151007230703_4:52:57,unit05,08h,Oct7,5
unit05/20151007230703_6:52:57,unit05,10h,Oct7,7
unit05/20151005231003_0:49:56,unit05,22h,Oct1,4
unit05/20151005231003_2:49:56,unit05,06h,Oct1,5
unit05/20151005231003_4:49:56,unit05,08h,Oct1,5
unit05/20151005231003_6:49:56,unit05,10h,Oct1,5
unit05/20150912235102_0:08:58,unit05,22h,Sep7,7
unit05/20150912235102_2:08:58,unit05,06h,Sep7,7
unit05/20150912235102_4:08:58,unit05,08h,Sep7,7
unit05/20150912235102_6:08:58,unit05,10h,Sep7,7
unit05/20150920233602_0:23:58,unit05,22h,Sep14,0
unit05/20150920233602_2:23:58,unit05,06h,Sep14,0
unit05/20150920233602_4:23:58,unit05,08h,Sep14,5
unit05/20150920233602_6:23:58,unit05,10h,Sep14,5
unit05/20150928232202_0:37:58,unit05,22h,Sep21,6
unit05/20150928232202_2:37:58,unit05,06h,Sep21,0
unit05/20150928232202_4:37:58,unit05,08h,Sep21,0
unit05/20150928232202_6:37:58,unit05,10h,Sep21,0
unit05/20151009230403_0:55:57,unit05,22h,Oct7,0
unit05/20151009230403_2:55:57,unit05,06h,Oct7,0
unit05/20151009230403_4:55:57,unit05,08h,Oct7,5
unit05/20151009230403_6:55:57,unit05,10h,Oct7,7
unit05/20150908000002_1:59:58,unit05,06h,Sep7,2
unit05/20150908000002_3:59:58,unit05,08h,Sep7,2
unit05/20150908000002_5:59:58,unit05,10h,Sep7,2
unit05/20151029223402_1:25:58,unit05,22h,Oct21,0
unit05/20151029223402_3:25:58,unit05,06h,Oct21,0
unit05/20151029223402_5:25:58,unit05,08h,Oct21,0
unit05/20151029223402_7:25:58,unit05,10h,Oct21,0
unit05/20151016225202_1:07:58,unit05,22h,Oct14,0
unit05/20151016225202_3:07:58,unit05,06h,Oct14,0
unit05/20151016225202_5:07:58,unit05,08h,Oct14,0
unit05/20151016225202_7:07:58,unit05,10h,Oct14,0
unit05/20151104222602_1:33:58,unit05,22h,Nov1,0
unit05/20151104222602_3:33:58,unit05,06h,Nov1,0
unit05/20151104222602_5:33:58,unit05,08h,Nov1,0
unit05/20151104222602_7:33:58,unit05,10h,Nov1,0
unit05/20150906000303_1:56:57,unit05,06h,Sep1,6
unit05/20150906000303_3:56:57,unit05,08h,Sep1,6
unit05/20150906000303_5:56:57,unit05,10h,Sep1,6
unit05/20151025223902_1:20:58,unit05,22h,Oct21,4
unit05/20151025223902_3:20:58,unit05,06h,Oct21,0
unit05/20151025223902_5:20:58,unit05,08h,Oct21,0
unit05/20151025223902_7:20:58,unit05,10h,Oct21,0
unit05/20150821003103_1:28:57,unit05,06h,Aug14,2
unit05/20150821003103_3:28:57,unit05,08h,Aug14,9
unit05/20150821003103_5:28:57,unit05,10h,Aug14,9
unit05/20150824002605_1:33:55,unit05,06h,Aug21,6
unit05/20150824002605_3:33:55,unit05,08h,Aug21,3
unit05/20150824002605_5:33:55,unit05,10h,Aug21,0
unit05/20151006230902_0:50:58,unit05,22h,Oct1,5
unit05/20151006230902_2:50:58,unit05,06h,Oct1,5
unit05/20151006230902_4:50:58,unit05,08h,Oct1,8
unit05/20151006230902_6:50:58,unit05,10h,Oct1,8
unit05/20151003231402_0:45:58,unit05,22h,Oct1,5
unit05/20151003231402_2:45:58,unit05,06h,Oct1,5
unit05/20151003231402_4:45:58,unit05,08h,Oct1,5
unit05/20151003231402_6:45:58,unit05,10h,Oct1,5
unit05/20150926232602_0:33:58,unit05,22h,Sep21,3
unit05/20150926232602_2:33:58,unit05,06h,Sep21,0
unit05/20150926232602_4:33:58,unit05,08h,Sep21,0
unit05/20150926232602_6:33:58,unit05,10h,Sep21,8
unit05/20151028223503_1:24:57,unit05,22h,Oct21,0
unit05/20151028223503_3:24:57,unit05,06h,Oct21,0
unit05/20151028223503_5:24:57,unit05,08h,Oct21,0
unit05/20151028223503_7:24:57,unit05,10h,Oct21,5
unit05/20150831001407_1:45:53,unit05,06h,Aug21,6
unit05/20150831001407_3:45:53,unit05,08h,Aug21,3
unit05/20150831001407_5:45:53,unit05,10h,Aug21,3
unit05/20151014225503_1:04:56,unit05,22h,Oct7,5
unit05/20151014225503_3:04:56,unit05,06h,Oct14,5
unit05/20151014225503_5:04:56,unit05,08h,Oct14,5
unit05/20151014225503_7:04:56,unit05,10h,Oct14,5
unit05/20151117221402_1:45:58,unit05,22h,Nov14,0
unit05/20151117221402_3:45:58,unit05,06h,Nov14,0
unit05/20151117221402_5:45:58,unit05,08h,Nov14,0
unit05/20151117221402_7:45:58,unit05,10h,Nov14,0
unit05/20151020224602_1:13:58,unit05,22h,Oct14,4
unit05/20151020224602_3:13:58,unit05,06h,Oct14,5
unit05/20151020224602_5:13:58,unit05,08h,Oct14,5
unit05/20151020224602_7:13:58,unit05,10h,Oct14,5
unit05/20150917234203_0:17:57,unit05,22h,Sep14,2
unit05/20150917234203_2:17:57,unit05,06h,Sep14,6
unit05/20150917234203_4:17:57,unit05,08h,Sep14,6
unit05/20150917234203_6:17:57,unit05,10h,Sep14,0
unit05/20150830001602_1:43:58,unit05,06h,Aug21,3
unit05/20150830001602_3:43:58,unit05,08h,Aug21,3
unit05/20150830001602_5:43:58,unit05,10h,Aug21,3
unit05/20151010230202_0:57:58,unit05,22h,Oct7,0
unit05/20151010230202_2:57:58,unit05,06h,Oct7,0
unit05/20151010230202_4:57:58,unit05,08h,Oct7,0
unit05/20151010230202_6:57:58,unit05,10h,Oct7,0
unit05/20151027223602_1:23:58,unit05,22h,Oct21,0
unit05/20151027223602_3:23:58,unit05,06h,Oct21,0
unit05/20151027223602_5:23:58,unit05,08h,Oct21,0
unit05/20151027223602_7:23:58,unit05,10h,Oct21,0
unit05/20151013225702_1:02:58,unit05,22h,Oct7,0
unit05/20151013225702_3:02:58,unit05,06h,Oct7,0
unit05/20151013225702_5:02:58,unit05,08h,Oct7,0
unit05/20151013225702_7:02:58,unit05,10h,Oct7,0
unit05/20150905000505_1:54:55,unit05,06h,Sep1,2
unit05/20150905000505_3:54:55,unit05,08h,Sep1,2
unit05/20150905000505_5:54:55,unit05,10h,Sep1,6
unit05/20151109222102_1:38:58,unit05,22h,Nov7,0
unit05/20151109222102_3:38:58,unit05,06h,Nov7,0
unit05/20151109222102_5:38:58,unit05,08h,Nov7,0
unit05/20151109222102_7:38:58,unit05,10h,Nov7,0
unit05/20151023224202_1:17:58,unit05,22h,Oct21,4
unit05/20151023224202_3:17:58,unit05,06h,Oct21,4
unit05/20151023224202_5:17:58,unit05,08h,Oct21,0
unit05/20151023224202_7:17:58,unit05,10h,Oct21,0
unit05/20151106222402_1:35:58,unit05,22h,Nov1,0
unit05/20151106222402_3:35:58,unit05,06h,Nov1,0
unit05/20151106222402_5:35:58,unit05,08h,Nov1,0
unit05/20151106222402_7:35:58,unit05,10h,Nov1,5
unit05/20150827002102_1:38:58,unit05,06h,Aug21,3
unit05/20150827002102_3:38:58,unit05,08h,Aug21,9
unit05/20150827002102_5:38:58,unit05,10h,Aug21,9
unit05/20151118221302_1:46:58,unit05,22h,Nov14,0
unit05/20151118221302_3:46:58,unit05,06h,Nov14,0
unit05/20151118221302_5:46:58,unit05,08h,Nov14,0
unit05/20151118221302_7:46:58,unit05,10h,Nov14,0
unit05/20150922233302_0:26:58,unit05,22h,Sep21,0
unit05/20150922233302_2:26:58,unit05,06h,Sep21,0
unit05/20150922233302_4:26:58,unit05,08h,Sep21,8
unit05/20150922233302_6:26:58,unit05,10h,Sep21,5
unit05/20151107222303_1:36:57,unit05,22h,Nov7,0
unit05/20151107222303_3:36:57,unit05,06h,Nov7,4
unit05/20151107222303_5:36:57,unit05,08h,Nov7,5
unit05/20151107222303_7:36:57,unit05,10h,Nov7,5
unit05/20151019224802_1:11:58,unit05,22h,Oct14,0
unit05/20151019224802_3:11:58,unit05,06h,Oct14,0
unit05/20151019224802_5:11:58,unit05,08h,Oct14,0
unit05/20151019224802_7:11:58,unit05,10h,Oct14,0
unit05/20150901001203_1:47:57,unit05,06h,Sep1,6
unit05/20150901001203_3:47:57,unit05,08h,Sep1,6
unit05/20150901001203_5:47:57,unit05,10h,Sep1,3
unit05/20150925232803_0:31:57,unit05,22h,Sep21,3
unit05/20150925232803_2:31:57,unit05,06h,Sep21,3
unit05/20150925232803_4:31:57,unit05,08h,Sep21,1
unit05/20150925232803_6:31:57,unit05,10h,Sep21,5
unit05/20151116221502_1:44:58,unit05,22h,Nov14,4
unit05/20151116221502_3:44:58,unit05,06h,Nov14,4
unit05/20151116221502_5:44:58,unit05,08h,Nov14,5
unit05/20151116221502_7:44:58,unit05,10h,Nov14,5
unit05/20151011230002_0:59:58,unit05,22h,Oct7,0
unit05/20151011230002_2:59:58,unit05,06h,Oct7,0
unit05/20151011230002_4:59:58,unit05,08h,Oct7,0
unit05/20151011230002_6:59:58,unit05,10h,Oct7,8
unit05/20150817003702_1:22:58,unit05,06h,Aug14,2
unit05/20150817003702_3:22:58,unit05,08h,Aug14,2
unit05/20150817003702_5:22:58,unit05,10h,Aug14,9
unit05/20151112221802_1:41:58,unit05,22h,Nov7,0
unit05/20151112221802_3:41:58,unit05,06h,Nov7,0
unit05/20151112221802_5:41:58,unit05,08h,Nov7,0
unit05/20151112221802_7:41:58,unit05,10h,Nov7,0
unit05/20151114221603_1:43:57,unit05,22h,Nov14,0
unit05/20151114221603_3:43:57,unit05,06h,Nov14,4
unit05/20151114221603_5:43:57,unit05,08h,Nov14,4
unit05/20151114221603_7:43:57,unit05,10h,Nov14,5
unit05/20150903000902_1:50:58,unit05,06h,Sep1,6
unit05/20150903000902_3:50:58,unit05,08h,Sep1,6
unit05/20150903000902_5:50:58,unit05,10h,Sep1,6
unit05/20150927232402_0:35:58,unit05,22h,Sep21,0
unit05/20150927232402_2:35:58,unit05,06h,Sep21,0
unit05/20150927232402_4:35:58,unit05,08h,Sep21,0
unit05/20150927232402_6:35:58,unit05,10h,Sep21,0
unit05/20150924232902_0:30:58,unit05,22h,Sep21,3
unit05/20150924232902_2:30:58,unit05,06h,Sep21,3
unit05/20150924232902_4:30:58,unit05,08h,Sep21,1
unit05/20150924232902_6:30:58,unit05,10h,Sep21,8
unit05/20151002231502_0:44:58,unit05,22h,Oct1,0
unit05/20151002231502_2:44:58,unit05,06h,Oct1,5
unit05/20151002231502_4:44:58,unit05,08h,Oct1,5
unit05/20151002231502_6:44:58,unit05,10h,Oct1,5
unit05/20150904000707_1:52:53,unit05,06h,Sep1,6
unit05/20150904000707_3:52:53,unit05,08h,Sep1,6
unit05/20150904000707_5:52:53,unit05,10h,Sep1,2
unit05/20151119221303_1:46:57,unit05,22h,Nov14,5
unit05/20151119221303_3:46:57,unit05,06h,Nov14,5
unit05/20151119221303_5:46:57,unit05,08h,Nov14,5
unit05/20151119221303_7:46:57,unit05,10h,Nov14,5
unit05/20151008230502_0:54:58,unit05,22h,Oct7,0
unit05/20151008230502_2:54:58,unit05,06h,Oct7,0
unit05/20151008230502_4:54:58,unit05,08h,Oct7,0
unit05/20151008230502_6:54:58,unit05,10h,Oct7,0
unit05/20151113221702_1:42:58,unit05,22h,Nov7,0
unit05/20151113221702_3:42:58,unit05,06h,Nov7,0
unit05/20151113221702_5:42:58,unit05,08h,Nov7,0
unit05/20151113221702_7:42:58,unit05,10h,Nov7,0
unit05/20150918234003_0:19:56,unit05,22h,Sep14,6
unit05/20150918234003_2:19:56,unit05,06h,Sep14,6
unit05/20150918234003_4:19:56,unit05,08h,Sep14,0
unit05/20150918234003_6:19:56,unit05,10h,Sep14,0
unit05/20150929232102_0:38:58,unit05,22h,Sep21,0
unit05/20150929232102_2:38:58,unit05,06h,Sep21,0
unit05/20150929232102_4:38:58,unit05,08h,Sep21,0
unit05/20150929232102_6:38:58,unit05,10h,Sep21,0
unit05/20150810204818_1:11:42,unit05,22h,Aug7,0
unit05/20150810204818_3:11:42,unit05,22h,Aug7,0
unit05/20150810204818_5:11:42,unit05,06h,Aug7,0
unit05/20150810204818_7:11:42,unit05,08h,Aug7,0
unit05/20150810204818_9:11:42,unit05,10h,Aug7,0
unit05/20150921233502_0:24:58,unit05,22h,Sep21,0
unit05/20150921233502_2:24:58,unit05,06h,Sep21,0
unit05/20150921233502_4:24:58,unit05,08h,Sep21,8
unit05/20150921233502_6:24:58,unit05,10h,Sep21,8
unit05/20150916020506_1:54:54,unit05,08h,Sep14,7
unit05/20150916020506_3:54:54,unit05,10h,Sep14,7
unit05/20151015225402_1:05:58,unit05,22h,Oct14,0
unit05/20151015225402_3:05:58,unit05,06h,Oct14,0
unit05/20151015225402_5:05:58,unit05,08h,Oct14,0
unit05/20151015225402_7:05:58,unit05,10h,Oct14,0
unit05/20150910235405_0:05:55,unit05,22h,Sep7,3
unit05/20150910235405_2:05:55,unit05,06h,Sep7,3
unit05/20150910235405_4:05:55,unit05,08h,Sep7,3
unit05/20150910235405_6:05:55,unit05,10h,Sep7,1
unit05/20150820003302_1:26:58,unit05,06h,Aug14,0
unit05/20150820003302_3:26:58,unit05,08h,Aug14,0
unit05/20150820003302_5:26:58,unit05,10h,Aug14,0
unit05/20150822002902_1:30:58,unit05,06h,Aug21,9
unit05/20150822002902_3:30:58,unit05,08h,Aug21,9
unit05/20150822002902_5:30:58,unit05,10h,Aug21,1
unit05/20150909235603_0:03:57,unit05,22h,Sep7,6
unit05/20150909235603_2:03:57,unit05,06h,Sep7,6
unit05/20150909235603_4:03:57,unit05,08h,Sep7,6
unit05/20150909235603_6:03:57,unit05,10h,Sep7,6
unit05/20150810203302_1:26:58,unit05,22h,Aug7,6
unit05/20150810203302_3:26:58,unit05,22h,Aug7,6
unit05/20150810203302_5:26:58,unit05,06h,Aug7,6
